,coordL,coordW,isLight,isDry,isClear,isCloudy,is_pedestrian,is_adjustable
1412,37.614859,55.592291,1,1,1,0,0,0
1413,37.442458,55.624773,1,1,1,0,0,0
1414,37.523332,55.71413,1,1,1,0,0,0
1415,37.605472,55.905008,0,1,0,1,0,0
1416,37.177155,55.564515,1,0,0,1,0,0
1417,37.670681,55.744356,1,0,0,1,1,0
1418,37.576815,55.783759,1,0,0,1,1,0
1419,37.59985,55.591315,1,1,0,1,0,0
1420,37.600869,55.68875,0,0,0,0,1,0
1421,37.576311,55.797072,0,0,1,0,1,0
1422,37.578574,55.758485,1,0,0,0,0,0
1423,37.819276,55.711193,1,0,0,1,0,1
1424,37.707771,55.699459,1,0,0,1,0,0
1425,37.589861,55.642518,1,1,0,1,0,0
1426,37.635405,55.84641,1,1,0,1,0,1
1427,37.703308,55.810597,1,1,0,1,1,0
1428,37.578896,55.752514,1,1,0,1,0,0
1429,37.704241,55.777997,1,1,1,0,0,0
1430,37.439464,55.852445,0,0,0,1,1,0
1431,37.59397,55.633096,0,0,0,1,0,0
1432,37.582898,55.748812,0,0,0,1,0,0
1433,37.493988,55.825304,0,0,0,1,0,0
1434,37.569262,55.656787,0,0,0,1,1,0
1435,37.519598,55.65281,0,0,0,1,0,0
1436,37.729411,55.753842,0,1,0,1,0,0
1437,37.74544,55.699719,1,1,0,1,1,0
1438,37.588906,55.577302,0,0,0,1,0,0
1439,37.592168,55.898398,0,0,0,1,1,0
1440,37.627949,55.681359,0,0,0,1,0,0
1441,37.68037,55.682545,1,0,0,1,0,0
1442,37.750869,55.820537,0,0,0,1,1,1
1443,37.695583,55.636154,0,0,0,1,0,0
1444,37.396399,55.837181,0,1,0,1,0,0
1445,37.817613,55.823575,1,0,0,1,1,0
1446,37.424777,55.72882,0,0,0,0,1,0
1447,37.515746,55.628662,1,0,0,1,0,1
1448,37.457242,55.571855,1,0,0,1,0,0
1449,37.711977,55.8816,1,0,0,1,1,0
1450,37.592232,55.623962,0,0,0,1,1,0
1451,37.716547,55.69132,1,1,0,1,0,0
1452,37.67198,55.595468,0,0,0,1,1,0
1453,37.505672,55.809246,1,1,1,0,0,0
1454,37.539135,55.893628,0,0,0,1,1,0
1455,37.621082,55.705499,1,1,1,0,0,0
1456,37.408426,55.771673,1,0,0,1,1,0
1457,37.655886,55.636844,1,1,0,1,0,0
1458,37.539747,55.873319,0,0,0,1,1,0
1459,37.66801,55.781961,0,0,0,1,1,0
1460,37.603101,55.634331,0,0,0,1,1,1
1461,37.662839,55.637801,0,0,0,1,1,0
1462,37.423682,55.6259,0,0,0,1,0,0
1463,37.634686,55.719364,0,0,0,1,1,0
1464,37.777455,55.763314,0,0,0,1,0,1
1465,37.448573,55.694023,0,0,0,1,0,0
1466,37.675263,55.741614,0,0,0,1,1,0
1467,37.782133,55.799146,0,1,0,0,1,1
1468,37.531228,55.605542,1,0,0,1,1,0
1469,37.620685,55.812833,1,0,1,0,0,0
1470,37.516036,55.635391,1,1,1,0,1,0
1471,37.829833,55.805954,1,1,0,1,0,0
1472,37.509105,55.663087,1,1,1,0,1,0
1473,37.351649,55.603499,1,1,1,0,1,0
1474,37.595258,55.622877,0,1,0,1,0,0
1475,37.3527,55.606396,1,1,0,1,1,0
1476,37.716386,55.655219,1,0,0,1,1,0
1477,37.624236,55.732668,1,1,1,0,1,0
1478,37.79519,55.74511,0,1,0,1,0,1
1479,37.423489,55.548464,1,1,1,0,0,0
1480,37.57247,55.501246,1,0,1,0,0,0
1481,37.392998,55.374721,1,0,0,1,0,0
1482,37.318625,55.749579,0,1,0,1,0,0
1483,37.655371,55.855197,0,0,1,0,1,0
1484,37.680573,55.583014,0,0,0,1,1,1
1485,37.390155,55.9127,0,1,1,0,0,0
1486,37.655414,55.793387,0,1,0,1,0,0
1487,37.762746,55.677869,0,0,0,1,0,0
1488,37.631553,55.675255,0,1,0,1,0,0
1489,37.581257,55.613377,1,1,0,1,0,0
1490,37.579218,55.579382,1,1,0,1,0,0
1491,37.611973,55.697192,1,1,0,1,1,0
1492,37.603165,55.641519,0,0,0,1,1,1
1493,37.698233,55.868226,1,1,0,1,1,0
1494,37.616791,55.62759,0,0,0,1,0,0
1495,37.391657,55.798127,1,1,0,1,0,0
1496,37.837558,55.667717,1,1,0,1,0,0
1497,37.649803,55.896539,0,0,1,0,0,0
1498,37.63033,55.818156,1,1,1,0,1,0
1499,37.554992,55.670663,1,1,0,1,0,1
1500,37.669684,55.633217,1,0,0,1,0,0
1501,37.465954,55.797759,1,1,1,0,0,0
1502,37.455375,55.642282,0,1,1,0,0,0
1503,37.512528,55.807395,0,1,0,1,1,0
1504,37.850829,55.679901,1,0,0,1,1,1
1505,37.51786,55.704985,1,1,0,1,0,0
1506,37.623367,55.684468,1,1,0,1,0,0
1507,37.347218,55.59648,1,1,1,0,0,0
1508,37.393266,55.733985,0,1,0,1,0,0
1509,37.356402,55.640217,1,1,0,1,1,0
1510,37.7051,55.71827,0,0,0,1,0,0
1511,37.717524,55.810796,1,1,0,1,0,0
1512,37.517602,55.667559,1,1,0,1,1,0
1513,37.523911,55.738032,1,0,0,1,0,0
1514,37.509137,55.863897,0,0,0,1,1,1
1515,37.358902,55.649408,0,0,0,1,0,0
1516,37.616179,55.608821,0,1,0,1,1,1
1517,37.92592,55.71465,0,1,0,1,0,0
1518,37.692922,55.747375,1,0,0,1,0,0
1519,37.532462,55.807896,1,1,1,0,1,0
1520,37.512871,55.746083,1,1,0,1,0,0
1521,37.40908,55.753099,1,0,0,1,1,0
1522,37.40392,55.845819,0,1,0,1,0,0
1523,37.781897,55.719062,1,1,0,1,0,1
1524,37.53125,55.776199,0,1,0,1,1,0
1525,37.729379,55.753836,0,1,0,1,0,0
1526,37.629225,55.763869,0,1,1,0,0,0
1527,37.248266,55.736872,1,1,1,0,1,0
1528,37.535648,55.596892,0,1,0,1,0,1
1529,37.538888,55.655691,0,1,0,1,0,1
1530,37.702578,55.795715,0,1,0,1,0,0
1531,37.432737,55.662228,0,0,0,1,0,0
1532,37.554585,55.758726,1,1,0,1,0,0
1533,37.837461,55.820254,1,0,1,0,0,0
1534,37.587426,55.887142,0,1,1,0,1,0
1535,37.78828,55.642645,1,1,0,1,0,0
1536,37.709134,55.609566,0,1,0,1,1,1
1537,37.615868,55.823563,1,1,0,1,0,0
1538,37.075574,55.717515,1,1,0,1,0,0
1539,37.433167,55.843844,0,0,0,1,1,0
1540,37.504481,55.754892,1,0,1,0,1,0
1541,37.67345,55.893309,0,0,0,1,0,0
1542,37.628882,55.899752,1,0,0,1,0,0
1543,37.603465,55.872994,1,0,0,1,0,0
1544,37.32384,55.600851,0,1,0,1,0,1
1545,37.811916,55.807443,0,1,0,1,1,0
1546,37.373557,55.934197,0,1,1,0,1,0
1547,37.616018,55.868834,0,1,0,1,0,0
1548,37.691914,55.755357,0,1,0,1,0,0
1549,37.763379,55.826805,0,1,0,1,1,0
1550,37.760568,55.672333,0,1,0,1,0,0
1551,37.442672,55.632036,1,1,1,0,0,0
1552,37.74338,55.756764,0,1,0,1,0,0
1553,37.58322,55.709077,0,0,1,0,1,0
1554,37.615063,55.622205,0,1,1,0,1,1
1555,37.712245,55.733375,1,1,1,0,1,1
1556,37.824544,55.803319,1,1,0,1,1,0
1557,37.602789,55.851613,1,0,1,0,0,0
1558,37.591621,55.775831,1,1,1,0,0,0
1559,37.398266,55.885277,1,0,0,1,1,0
1560,37.535455,55.677645,1,0,0,1,1,0
1561,37.698061,55.721865,0,0,0,1,0,0
1562,37.705754,55.772717,1,1,1,0,1,0
1563,37.389253,55.83897,1,1,0,1,1,0
1564,37.589614,55.772608,0,0,0,1,1,1
1565,37.646531,55.838386,0,0,1,0,1,0
1566,37.812592,55.791257,0,0,0,1,1,0
1567,37.30648,55.490744,0,1,0,1,1,0
1568,37.479322,55.841916,1,0,0,1,0,0
1569,37.826153,55.721171,1,0,0,1,1,0
1570,37.59014,55.791426,1,0,0,1,1,1
1571,37.607553,55.606469,1,0,0,1,0,0
1572,37.825853,55.821646,1,0,0,0,1,0
1573,37.737007,55.687601,1,0,0,1,0,0
1574,37.823846,55.798609,0,1,0,1,1,0
1575,37.74102,55.596511,1,0,0,1,0,0
1576,37.685777,55.678014,0,1,0,1,0,0
1577,37.119584,55.282275,1,1,0,1,1,0
1578,37.691249,55.79332,1,0,0,0,1,0
1579,37.763743,55.82079,0,1,0,1,0,0
1580,37.521765,55.633986,1,0,0,1,1,0
1581,37.607188,55.697627,1,0,0,1,1,0
1582,37.702793,55.735791,1,1,0,1,0,0
1583,37.51344,55.828721,1,1,0,1,0,0
1584,37.397171,55.858545,0,0,1,0,0,0
1585,37.232612,55.57846,0,0,0,1,0,0
1586,37.730151,55.621502,0,0,0,1,1,1
1587,37.405293,55.746862,0,0,0,1,1,0
1588,37.424111,55.719225,0,0,0,1,0,0
1589,37.498999,55.853324,0,0,0,1,1,0
1590,37.191103,55.980017,1,0,0,1,0,1
1591,37.461684,55.735326,0,0,0,1,1,0
1592,37.713844,55.799194,0,0,0,0,1,0
1593,37.366905,55.849783,0,0,0,1,1,0
1594,37.643033,55.734873,0,0,0,1,1,0
1595,37.768464,55.72218,1,0,0,1,0,0
1596,37.841334,55.657858,1,0,0,1,0,0
1597,37.385144,55.891564,1,0,1,0,0,0
1598,37.590483,55.606342,1,0,0,1,1,1
1599,37.874089,55.74752,1,0,0,1,1,1
1600,37.680681,55.74688,1,0,0,1,0,1
1601,37.565238,55.846831,1,0,0,1,1,0
1602,37.353483,55.827365,1,0,0,1,0,0
1603,37.503805,55.855028,1,0,0,1,0,0
1604,37.841688,55.744102,1,0,0,0,0,0
1605,37.66359,55.725243,0,0,0,1,1,1
1606,37.535852,55.746004,0,1,1,0,0,0
1607,37.666326,55.789647,0,0,0,0,1,0
1608,37.607521,55.575252,1,0,0,1,0,0
1609,37.727394,55.88104,0,0,0,1,0,1
1610,37.575828,55.692693,0,0,0,1,1,1
1611,37.621822,55.900943,1,0,0,1,0,0
1612,37.66536,55.895312,1,0,1,0,0,0
1613,37.484579,55.788314,1,0,1,0,0,1
1614,37.728671,55.736582,1,0,0,1,1,0
1615,37.472734,55.627802,1,1,0,1,0,0
1616,37.382408,55.720065,0,1,0,1,0,0
1617,37.621683,55.690927,0,0,0,1,0,0
1618,37.647775,55.582026,1,0,0,1,1,0
1619,37.830724,55.82566,1,0,0,1,0,0
1620,37.583542,55.910517,0,0,0,1,0,0
1621,37.798365,55.815305,0,1,0,1,0,0
1622,37.750643,55.684135,0,1,0,1,1,1
1623,37.930405,55.699743,0,1,0,1,0,0
1624,37.357389,55.793079,1,1,0,1,0,1
1625,37.516476,55.612614,0,1,0,1,1,0
1626,37.755622,55.677572,0,0,0,1,1,0
1627,36.940348,55.464496,0,1,0,1,1,0
1628,37.38125,55.638722,0,1,0,1,0,0
1629,37.442919,55.851011,1,0,0,1,0,0
1630,37.510006,55.88846,0,1,0,1,1,0
1631,37.658794,55.76495,1,1,0,1,0,1
1632,37.280828,55.50316,1,0,0,1,0,1
1633,37.500683,55.748975,1,1,0,1,1,1
1634,37.440344,55.655377,1,1,1,0,0,0
1635,37.796134,55.721418,1,0,0,1,0,0
1636,37.793752,55.793224,1,1,0,1,0,1
1637,37.82964,55.694785,0,1,0,1,0,0
1638,37.46516,55.681528,0,1,0,1,1,0
1639,37.184139,55.983535,1,1,1,0,1,0
1640,37.549617,55.740339,1,1,1,0,1,0
1641,37.723145,55.775837,1,1,0,1,0,0
1642,37.858243,55.708013,1,1,0,1,0,0
1643,37.542107,55.472803,0,1,1,0,0,0
1644,37.424186,55.721225,0,1,0,1,1,0
1645,37.699209,55.785189,0,1,0,1,0,0
1646,37.481489,55.681075,0,1,0,1,0,0
1647,37.510403,55.898332,0,0,0,1,0,0
1648,37.360682,55.846657,1,1,0,1,0,1
1649,37.584711,55.773025,1,1,0,1,1,0
1650,37.542214,55.903487,1,1,1,0,0,0
1651,37.576118,55.797801,1,1,1,0,1,1
1652,37.635866,55.786299,1,1,0,1,0,0
1653,37.681442,55.865348,1,1,0,1,1,1
1654,37.705711,55.877447,1,0,0,1,1,0
1655,37.622252,55.723787,1,1,0,1,1,1
1656,37.594378,55.775161,1,1,0,1,0,0
1657,37.460546,55.814437,1,1,0,1,1,0
1658,37.583349,55.775185,0,1,1,0,1,1
1659,37.645018,55.665387,1,1,0,1,0,0
1660,37.451652,55.851728,1,1,0,1,1,0
1661,37.269015,55.73837,1,1,0,1,0,0
1662,37.458487,55.53809,1,1,0,1,1,0
1663,37.129605,55.578781,0,1,1,0,0,0
1664,37.195362,56.001783,1,1,1,0,0,0
1665,37.483774,55.752906,1,0,0,1,1,0
1666,37.585162,55.669556,1,0,0,1,0,0
1667,37.605268,55.656521,0,0,0,1,0,1
1668,37.474387,55.714444,0,0,0,1,1,0
1669,37.675316,55.867979,0,1,1,0,0,1
1670,37.673213,55.739125,0,1,0,1,0,1
1671,37.584347,55.86229,0,1,0,1,0,1
1672,37.550004,55.873782,0,0,0,1,1,0
1673,37.439561,55.674995,1,1,0,1,0,0
1674,37.344503,55.64164,0,0,0,1,1,0
1675,37.603498,55.88793,0,0,1,0,1,0
1676,37.542375,55.654511,1,1,0,1,0,1
1677,37.863425,55.685412,1,0,1,0,0,0
1678,37.495844,55.860255,0,0,0,0,1,1
1679,37.623239,55.72969,1,1,0,1,0,0
1680,37.500672,55.673688,0,1,0,1,0,1
1681,37.51918,55.795467,0,0,0,1,1,0
1682,37.394822,55.699266,1,1,0,1,0,1
1683,37.493291,55.775879,1,1,0,1,0,0
1684,37.495995,55.607445,0,1,0,1,0,0
1685,37.341982,55.639303,0,1,0,1,0,0
1686,37.585162,55.738757,1,1,1,0,0,0
1687,37.469087,55.883556,1,1,1,0,0,0
1688,37.48298,55.601172,0,1,1,0,0,0
1689,37.686292,55.857822,1,1,1,0,0,0
1690,37.589142,55.654675,1,0,0,1,0,0
1691,37.170385,55.673586,1,1,1,0,0,0
1692,37.383878,55.717152,1,1,0,1,0,0
1693,37.457993,55.702355,1,0,0,1,1,0
1694,37.61192,55.696847,0,1,0,1,0,0
1695,37.703254,55.581407,0,0,0,1,0,0
1696,37.330846,55.800539,0,1,1,0,0,0
1697,37.753755,55.686289,1,1,0,1,1,0
1698,37.066015,55.174567,1,1,1,0,0,0
1699,37.706709,55.784465,1,1,0,1,1,0
1700,37.519469,55.799942,1,1,0,1,1,0
1701,37.503676,55.815841,1,1,1,0,1,0
1702,37.686077,55.737845,1,1,1,0,1,0
1703,37.551055,55.66667,1,1,1,0,0,0
1704,37.787519,55.850891,1,1,1,0,0,0
1705,37.722899,55.601063,0,1,1,0,0,1
1706,37.543116,55.682865,1,1,1,0,1,0
1707,37.583349,55.563083,0,0,0,1,0,1
1708,37.663901,55.77218,1,1,1,0,0,1
1709,37.149249,55.97321,0,0,0,1,0,0
1710,37.619516,55.632375,0,1,1,0,1,1
1711,37.798569,55.810356,0,1,0,1,0,1
1712,37.532762,55.590757,0,0,0,1,0,0
1713,37.592897,55.615637,0,1,0,1,0,0
1714,37.595108,55.622841,0,1,0,1,0,0
1715,37.431321,55.8777,0,0,1,0,0,0
1716,37.075617,55.32431,1,1,1,0,0,0
1717,37.749388,55.680905,1,0,1,0,0,1
1718,37.764795,55.63117,0,0,0,1,0,0
1719,37.642035,55.831644,0,1,0,1,0,0
1720,37.61354,55.862332,0,0,0,1,0,0
1721,37.156191,55.970016,0,1,0,1,0,0
1722,37.774773,55.808679,1,1,0,1,1,1
1723,37.162135,55.970496,1,0,1,0,1,0
1724,37.760879,55.608875,1,1,0,1,0,0
1725,37.778378,55.61903,1,0,0,1,1,1
1726,37.708501,55.883315,1,0,1,0,1,0
1727,37.526067,55.866884,1,0,0,1,1,0
1728,37.530692,55.808372,1,0,0,1,1,1
1729,37.759387,55.701079,1,0,0,1,1,0
1730,37.670209,55.765728,1,0,0,1,0,0
1731,37.146674,55.983511,1,0,0,1,0,1
1732,37.714015,55.732596,1,0,0,0,0,1
1733,37.714541,55.602614,1,0,0,1,0,0
1734,37.661541,55.864391,1,0,0,1,0,0
1735,37.815403,55.826377,1,1,0,1,1,0
1736,37.590612,55.714469,1,1,1,0,0,0
1737,37.840476,55.70241,1,1,1,0,0,0
1738,37.742704,55.69987,0,1,0,1,0,1
1739,37.361412,55.386278,1,1,1,0,0,0
1740,37.857181,55.676066,1,0,0,1,0,1
1741,37.306244,55.429172,1,0,1,0,0,0
1742,37.596492,55.612081,1,1,1,0,1,0
1743,37.572985,55.826178,1,0,0,1,0,1
1744,37.838706,55.813165,1,1,0,1,0,0
1745,37.110314,55.71581,1,0,0,1,0,0
1746,37.66374,55.717641,0,1,1,0,1,1
1747,37.836002,55.813599,0,1,0,1,1,1
1748,37.816422,55.703673,1,0,1,0,0,0
1749,37.589185,55.707367,1,1,1,0,1,1
1750,37.584604,55.709216,1,0,0,1,0,0
1751,37.355876,55.793899,0,1,0,1,0,0
1752,37.396195,55.838301,0,0,0,0,0,0
1753,37.622241,55.607833,1,0,0,1,0,0
1754,37.654266,55.754458,0,0,0,1,1,0
1755,37.837268,55.777351,0,1,0,1,0,0
1756,37.544371,55.805544,1,0,0,1,0,0
1757,37.271858,55.783319,0,1,0,1,0,1
1758,37.454345,55.571806,0,1,0,1,0,0
1759,37.677108,55.872271,1,0,0,1,1,0
1760,37.812173,55.810464,1,0,0,0,1,1
1761,37.530777,55.641325,1,0,0,0,0,0
1762,37.575227,55.818735,1,0,0,1,1,0
1763,37.512399,55.545466,1,0,0,1,1,1
1764,37.679662,55.773465,1,1,1,0,1,0
1765,37.522323,55.803337,1,1,1,0,0,0
1766,37.510436,55.630988,0,0,0,1,1,0
1767,36.944736,55.463869,0,1,1,0,0,0
1768,37.545669,55.728536,1,1,1,0,0,1
1769,37.645522,55.663765,1,1,0,1,0,0
1770,37.651016,55.829812,1,0,0,1,0,0
1771,37.177595,55.982893,1,0,0,1,0,1
1772,37.675316,55.867943,0,1,0,1,0,1
1773,37.584486,55.792554,1,1,1,0,1,0
1774,37.385466,55.524367,1,0,0,1,0,0
1775,37.49401,55.793742,0,0,0,1,0,0
1776,37.816293,55.703594,1,1,0,1,0,0
1777,37.545776,55.864957,0,0,0,1,0,1
1778,37.736471,55.827432,0,0,0,1,0,0
1779,37.425764,55.849283,1,0,0,1,0,0
1780,37.602553,55.501781,0,1,0,1,0,0
1781,37.449807,55.673295,0,1,0,1,1,0
1782,37.389157,55.618061,1,1,1,0,0,0
1783,37.750204,55.820477,1,1,0,1,1,1
1784,37.345372,55.641374,1,1,0,1,1,0
1785,37.564423,55.853059,1,0,0,1,1,0
1786,37.498516,55.817366,1,1,0,1,1,0
1787,37.458347,55.807009,1,0,0,1,0,0
1788,37.63238,55.780628,1,1,1,0,1,0
1789,37.348645,55.51782,1,1,1,0,1,0
1790,37.621576,55.792904,0,1,1,0,0,0
1791,37.666293,55.69484,1,0,1,0,1,0
1792,37.50284,55.602063,0,1,0,1,0,0
1793,37.365489,55.940428,0,1,0,1,0,1
1794,37.812517,55.710679,1,1,0,1,1,0
1795,37.037144,55.236634,1,1,0,1,0,1
1796,37.714155,55.775553,0,1,0,1,0,0
1797,37.551903,55.898537,0,1,0,1,0,0
1798,37.794524,55.707391,0,1,1,0,1,1
1799,37.59765,55.747387,1,1,1,0,1,0
1800,37.65933,55.792482,1,1,0,1,1,1
1801,37.617456,55.642119,1,1,0,1,0,0
1802,37.572341,55.675074,1,1,0,1,1,0
1803,37.578113,55.522825,0,0,0,1,0,0
1804,37.657893,55.757567,0,1,1,0,0,0
1805,37.77326,55.728572,0,1,0,1,1,0
1806,37.753165,55.776633,0,1,0,1,1,0
1807,37.706537,55.656036,0,1,0,1,0,0
1808,37.725742,55.596589,1,1,1,0,0,0
1809,37.664341,55.725291,1,1,1,0,0,0
1810,37.673503,55.63765,1,1,1,0,1,0
1811,37.404617,55.88577,1,0,0,0,0,1
1812,37.680981,55.816511,1,0,0,1,0,0
1813,37.72983,55.768396,0,0,0,1,0,0
1814,37.544822,55.794593,1,1,1,0,0,0
1815,37.791488,55.697409,1,0,1,0,1,0
1816,37.866397,55.741269,1,0,0,1,0,0
1817,37.536517,55.885993,0,1,1,0,1,0
1818,37.748841,55.665357,0,1,0,1,0,0
1819,37.325245,55.493729,0,1,0,1,1,0
1820,37.815392,55.80719,1,0,0,1,1,0
1821,37.756437,55.640272,1,1,1,0,1,1
1822,37.534618,55.746469,1,1,0,1,0,0
1823,37.409863,55.694029,0,1,1,0,0,0
1824,37.5024,55.645091,1,0,0,1,1,0
1825,37.552418,55.508258,1,1,0,1,0,1
1826,37.504621,55.755013,1,1,0,1,1,0
1827,37.431664,55.720596,0,0,0,1,0,1
1828,37.691495,55.793187,1,1,0,1,1,0
1829,37.860668,55.680494,0,0,0,1,1,0
1830,37.209556,56.000769,1,0,0,1,0,1
1831,37.559938,55.670173,1,0,0,1,1,0
1832,37.430184,55.685623,0,1,1,0,0,1
1833,37.522302,55.737929,0,0,0,1,1,0
1834,37.384887,55.716505,1,1,1,0,0,0
1835,37.605633,55.662682,0,0,0,1,1,0
1836,37.639847,55.758527,0,0,0,1,1,0
1837,37.773893,55.744694,0,0,0,1,1,0
1838,37.151814,55.55622,0,0,0,1,0,1
1839,37.598423,55.587004,1,0,0,1,0,0
1840,37.663236,55.601026,0,0,0,1,1,0
1841,37.841721,55.745533,1,0,0,1,0,0
1842,37.449839,55.576064,0,0,0,1,0,0
1843,37.605482,55.642367,0,0,0,1,0,0
1844,37.481822,55.784423,1,0,0,1,0,0
1845,37.303991,55.475911,1,0,0,1,0,0
1846,37.716161,55.79671,1,0,0,1,0,0
1847,37.345512,55.596311,1,0,0,1,1,0
1848,37.475213,55.625294,0,0,1,0,0,0
1849,37.471039,55.599638,1,0,0,1,0,0
1850,37.568361,55.742852,1,1,0,1,0,0
1851,37.823889,55.820332,1,1,0,1,0,0
1852,37.555465,55.585052,0,1,0,1,0,0
1853,37.744689,55.644631,1,0,0,1,0,0
1854,37.718521,55.783288,1,0,0,1,1,0
1855,37.769644,55.738135,1,0,0,1,1,0
1856,37.558415,55.76373,1,1,1,0,0,1
1857,37.085381,55.669713,1,0,0,1,0,0
1858,37.605461,55.642385,0,0,0,0,0,0
1859,37.536861,55.766024,1,1,1,0,0,1
1860,37.652936,55.740545,1,1,1,0,0,0
1861,37.674737,55.579357,1,0,0,1,1,0
1862,37.403437,55.70678,1,0,1,0,1,0
1863,37.702632,55.736003,1,1,1,0,0,1
1864,37.605633,55.679417,1,1,1,0,0,0
1865,37.605729,55.644008,0,1,1,0,0,0
1866,37.837214,55.653639,1,1,0,1,0,1
1867,37.336178,55.799936,1,1,0,1,0,1
1868,37.639085,55.764877,1,1,1,0,1,0
1869,37.701602,55.733852,0,0,0,1,0,1
1870,37.590955,55.773133,0,0,0,1,0,1
1871,37.58528,55.910252,0,1,0,1,0,0
1872,37.605429,55.64471,0,0,0,1,0,1
1873,37.738541,55.59548,0,1,1,0,0,0
1874,37.655511,55.896239,1,1,1,0,1,0
1875,37.52816,55.514904,1,1,1,0,1,0
1876,37.660114,55.870122,1,1,1,0,0,0
1877,37.489321,55.795721,1,1,1,0,0,0
1878,37.494825,55.822586,1,1,1,0,0,1
1879,37.720356,55.884699,1,1,1,0,0,1
1880,37.669394,55.887407,0,0,0,0,1,0
1881,37.876568,55.709077,0,1,0,1,0,0
1882,37.48415,55.881257,0,0,0,1,0,1
1883,37.207807,56.002785,0,0,0,1,0,0
1884,37.84362,55.705082,0,0,0,1,0,1
1885,37.812206,55.802137,0,0,0,0,0,0
1886,37.489772,55.847036,1,1,1,0,1,0
1887,37.654588,55.856106,0,0,0,0,0,0
1888,37.722255,55.611117,0,0,0,0,1,0
1889,37.648762,55.737778,0,0,0,0,0,1
1890,37.645984,55.60062,1,0,0,1,0,0
1891,37.59882,55.587362,0,1,0,1,0,0
1892,37.408361,55.56608,1,1,0,1,0,0
1893,37.555046,55.585428,0,0,0,1,0,0
1894,37.524576,55.876491,0,1,0,1,1,0
1895,37.83567,55.824111,1,0,0,1,0,0
1896,37.622337,55.723835,0,0,0,0,0,1
1897,37.511777,55.769386,1,0,0,0,1,1
1898,37.560228,55.758153,1,0,0,1,0,0
1899,37.75103,55.707427,1,1,0,1,0,1
1900,37.479601,55.729648,1,0,0,1,0,0
1901,37.576933,55.898621,1,0,0,1,0,0
1902,37.526357,55.64253,0,0,0,1,0,1
1903,37.750826,55.869809,1,1,0,1,0,0
1904,37.593949,55.567863,1,1,1,0,0,0
1905,37.504148,55.601142,1,0,1,0,0,1
1906,37.334708,55.483942,1,1,0,1,0,1
1907,37.78636,55.702379,1,0,1,0,1,0
1908,37.469881,55.630261,1,0,1,0,0,0
1909,37.375767,55.792657,0,0,0,0,0,0
1910,37.461362,55.777943,0,0,0,1,0,0
1911,37.645973,55.76938,0,0,0,0,0,0
1912,37.604098,55.702343,0,1,0,0,0,0
1913,37.425356,55.671692,0,1,1,0,0,0
1914,37.778603,55.703365,0,1,0,1,0,0
1915,37.532076,55.678456,1,0,0,1,0,0
1916,37.410164,55.660146,0,1,0,1,0,1
1917,37.404928,55.622411,1,0,0,1,0,0
1918,37.478957,55.788947,1,0,0,1,0,1
1919,37.642561,55.821628,1,0,0,1,0,1
1920,37.372549,55.739349,1,0,0,1,0,0
1921,37.446824,55.649608,1,0,1,0,0,0
1922,37.526722,55.868888,0,0,0,1,0,0
1923,37.493033,55.797216,1,1,1,0,1,0
1924,37.586718,55.775372,1,1,1,0,0,0
1925,37.560679,55.763447,1,1,1,0,0,1
1926,37.550883,55.764521,1,1,1,0,0,0
1927,37.705904,55.803193,1,0,0,1,0,0
1928,37.585838,55.887503,1,1,1,0,0,0
1929,37.589689,55.740037,0,0,0,1,1,0
1930,37.527076,55.545733,0,1,0,1,0,1
1931,37.828943,55.814232,1,1,0,1,0,0
1932,37.643795,55.82161,1,1,1,0,0,0
1933,37.519673,55.645334,1,0,0,1,0,0
1934,37.413694,55.805255,1,0,1,0,1,1
1935,37.661455,55.743564,1,0,1,0,1,0
1936,37.247493,55.506405,1,1,1,0,0,0
1937,37.748948,55.672884,0,1,0,1,0,1
1938,37.579379,55.659045,1,1,0,1,0,0
1939,37.646306,55.80965,1,1,1,0,0,0
1940,37.518901,55.652302,0,1,1,0,0,0
1941,37.236292,55.756052,0,1,1,0,0,0
1942,37.590054,55.779355,0,0,1,0,1,1
1943,37.482873,55.662313,0,1,0,1,1,0
1944,37.798601,55.810349,0,1,0,1,0,1
1945,37.605493,55.764606,0,1,0,1,0,1
1946,37.664963,55.58758,1,0,1,0,0,0
1947,37.687311,55.724633,1,1,1,0,0,0
1948,37.754463,55.660104,1,1,1,0,0,0
1949,37.532001,55.641053,0,1,1,0,0,0
1950,37.431471,55.82528,1,1,1,0,0,1
1951,37.240434,55.397545,1,1,1,0,0,0
1952,37.744904,55.777943,1,1,0,1,0,0
1953,37.625695,55.711483,1,0,1,0,0,0
1954,37.811497,55.769941,1,1,0,1,0,0
1955,37.645619,55.824744,0,1,0,1,0,0
1956,37.459527,55.684758,1,1,1,0,1,0
1957,37.523139,55.637868,1,1,1,0,1,1
1958,37.474633,55.703099,1,1,1,0,1,1
1959,37.610847,55.690304,1,0,1,0,1,0
1960,37.527709,55.591679,1,1,0,1,0,0
1961,37.587469,55.887154,1,1,1,0,0,0
1962,37.384007,55.714577,0,1,0,1,0,1
1963,37.616361,55.574997,1,1,0,1,0,0
1964,37.706805,55.78946,0,1,0,1,0,0
1965,37.739904,55.720035,1,1,1,0,0,0
1966,37.354717,55.842037,1,0,0,1,1,0
1967,37.355897,55.823056,1,1,1,0,0,0
1968,37.867856,55.708841,1,0,1,0,0,0
1969,37.562803,55.659504,1,1,1,0,0,1
